absolute_contraction,arm,checkpoint,epsilon,layer,model,module,probe_name,relative_functional_contraction_module,source_name,source_protocol,state_rank_base,state_rank_current,state_rank_delta,source_key,artifact_probe_name,sample_count,sample_ids_sha256,source_path,module_set
1.0,offkd,5,0.025,18,qwen,mlp.up_proj,E_general,0.0005861664712778429,qwen_d4_merged_state,D4.1_current_merged_state,1706.0,1705.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
1.0,offkd,5,0.05,18,qwen,mlp.up_proj,E_general,0.000744047619047619,qwen_d4_merged_state,D4.1_current_merged_state,1344.0,1343.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.1,18,qwen,mlp.up_proj,E_general,0.0,qwen_d4_merged_state,D4.1_current_merged_state,920.0,920.0,0.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
1.0,offkd,5,0.01,18,qwen,mlp.down_proj,E_general,0.00045662100456621003,qwen_d4_merged_state,D4.1_current_merged_state,2190.0,2189.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.025,18,qwen,mlp.down_proj,E_general,0.0,qwen_d4_merged_state,D4.1_current_merged_state,1900.0,1900.0,0.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
1.0,offkd,5,0.05,18,qwen,mlp.down_proj,E_general,0.0006289308176100629,qwen_d4_merged_state,D4.1_current_merged_state,1590.0,1589.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
1.0,offkd,5,0.1,18,qwen,mlp.down_proj,E_general,0.0008333333333333334,qwen_d4_merged_state,D4.1_current_merged_state,1200.0,1199.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.01,18,qwen,self_attn.v_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,589.0,589.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.025,18,qwen,self_attn.v_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,404.0,404.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.05,18,qwen,self_attn.v_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,253.0,253.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.1,18,qwen,self_attn.v_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,116.0,116.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.01,18,qwen,self_attn.o_proj,E_ifeval,-0.0014847809948032665,qwen_d4_merged_state,D4.1_current_merged_state,1347.0,1349.0,2.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.025,18,qwen,self_attn.o_proj,E_ifeval,-0.0010319917440660474,qwen_d4_merged_state,D4.1_current_merged_state,969.0,970.0,1.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.05,18,qwen,self_attn.o_proj,E_ifeval,-0.001488095238095238,qwen_d4_merged_state,D4.1_current_merged_state,672.0,673.0,1.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.1,18,qwen,self_attn.o_proj,E_ifeval,-0.002583979328165375,qwen_d4_merged_state,D4.1_current_merged_state,387.0,388.0,1.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.01,18,qwen,mlp.gate_proj,E_ifeval,-0.0006544502617801048,qwen_d4_merged_state,D4.1_current_merged_state,1528.0,1529.0,1.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.025,18,qwen,mlp.gate_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,1005.0,1005.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.05,18,qwen,mlp.gate_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,584.0,584.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.1,18,qwen,mlp.gate_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,228.0,228.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.01,18,qwen,mlp.up_proj,E_ifeval,-0.0005173305742369374,qwen_d4_merged_state,D4.1_current_merged_state,1933.0,1934.0,1.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.025,18,qwen,mlp.up_proj,E_ifeval,-0.0006574621959237344,qwen_d4_merged_state,D4.1_current_merged_state,1521.0,1522.0,1.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.05,18,qwen,mlp.up_proj,E_ifeval,-0.0008873114463176575,qwen_d4_merged_state,D4.1_current_merged_state,1127.0,1128.0,1.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.1,18,qwen,mlp.up_proj,E_ifeval,-0.0014388489208633094,qwen_d4_merged_state,D4.1_current_merged_state,695.0,696.0,1.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.01,18,qwen,mlp.down_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,2024.0,2024.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.025,18,qwen,mlp.down_proj,E_ifeval,-0.0006064281382656155,qwen_d4_merged_state,D4.1_current_merged_state,1649.0,1650.0,1.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.05,18,qwen,mlp.down_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,1274.0,1274.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.1,18,qwen,mlp.down_proj,E_ifeval,0.0,qwen_d4_merged_state,D4.1_current_merged_state,839.0,839.0,0.0,qwen_state_module,E_if,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.01,18,qwen,self_attn.v_proj,E_mathHeld,-0.001455604075691412,qwen_d4_merged_state,D4.1_current_merged_state,687.0,688.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.025,18,qwen,self_attn.v_proj,E_mathHeld,0.0,qwen_d4_merged_state,D4.1_current_merged_state,519.0,519.0,0.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.05,18,qwen,self_attn.v_proj,E_mathHeld,0.0,qwen_d4_merged_state,D4.1_current_merged_state,371.0,371.0,0.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.1,18,qwen,self_attn.v_proj,E_mathHeld,-0.004629629629629629,qwen_d4_merged_state,D4.1_current_merged_state,216.0,217.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.01,18,qwen,self_attn.o_proj,E_mathHeld,-0.0006578947368421052,qwen_d4_merged_state,D4.1_current_merged_state,1520.0,1521.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.025,18,qwen,self_attn.o_proj,E_mathHeld,-0.000864304235090752,qwen_d4_merged_state,D4.1_current_merged_state,1157.0,1158.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.05,18,qwen,self_attn.o_proj,E_mathHeld,-0.0011627906976744186,qwen_d4_merged_state,D4.1_current_merged_state,860.0,861.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.1,18,qwen,self_attn.o_proj,E_mathHeld,0.0,qwen_d4_merged_state,D4.1_current_merged_state,561.0,561.0,0.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.01,18,qwen,mlp.gate_proj,E_mathHeld,-0.0005497526113249038,qwen_d4_merged_state,D4.1_current_merged_state,1819.0,1820.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.025,18,qwen,mlp.gate_proj,E_mathHeld,-0.0007304601899196494,qwen_d4_merged_state,D4.1_current_merged_state,1369.0,1370.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.05,18,qwen,mlp.gate_proj,E_mathHeld,-0.0020920502092050207,qwen_d4_merged_state,D4.1_current_merged_state,956.0,958.0,2.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.1,18,qwen,mlp.gate_proj,E_mathHeld,-0.001890359168241966,qwen_d4_merged_state,D4.1_current_merged_state,529.0,530.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.01,18,qwen,mlp.up_proj,E_mathHeld,-0.0004887585532746823,qwen_d4_merged_state,D4.1_current_merged_state,2046.0,2047.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.025,18,qwen,mlp.up_proj,E_mathHeld,-0.0005913660555884093,qwen_d4_merged_state,D4.1_current_merged_state,1691.0,1692.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.05,18,qwen,mlp.up_proj,E_mathHeld,-0.0015015015015015015,qwen_d4_merged_state,D4.1_current_merged_state,1332.0,1334.0,2.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.1,18,qwen,mlp.up_proj,E_mathHeld,-0.001095290251916758,qwen_d4_merged_state,D4.1_current_merged_state,913.0,914.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.01,18,qwen,mlp.down_proj,E_mathHeld,0.0,qwen_d4_merged_state,D4.1_current_merged_state,2176.0,2176.0,0.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.025,18,qwen,mlp.down_proj,E_mathHeld,0.0,qwen_d4_merged_state,D4.1_current_merged_state,1875.0,1875.0,0.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.05,18,qwen,mlp.down_proj,E_mathHeld,0.0,qwen_d4_merged_state,D4.1_current_merged_state,1552.0,1552.0,0.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.1,18,qwen,mlp.down_proj,E_mathHeld,-0.0008718395815170009,qwen_d4_merged_state,D4.1_current_merged_state,1147.0,1148.0,1.0,qwen_state_module,E_math,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.01,18,qwen,self_attn.v_proj,E_mmluPro,-0.0013717421124828531,qwen_d4_merged_state,D4.1_current_merged_state,729.0,730.0,1.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.025,18,qwen,self_attn.v_proj,E_mmluPro,0.0,qwen_d4_merged_state,D4.1_current_merged_state,572.0,572.0,0.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.05,18,qwen,self_attn.v_proj,E_mmluPro,-0.002320185614849188,qwen_d4_merged_state,D4.1_current_merged_state,431.0,432.0,1.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,5,0.1,18,qwen,self_attn.v_proj,E_mmluPro,0.0,qwen_d4_merged_state,D4.1_current_merged_state,278.0,278.0,0.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-3.0,offkd,5,0.01,18,qwen,self_attn.o_proj,E_mmluPro,-0.0020394289598912306,qwen_d4_merged_state,D4.1_current_merged_state,1471.0,1474.0,3.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-3.0,offkd,5,0.025,18,qwen,self_attn.o_proj,E_mmluPro,-0.0027149321266968325,qwen_d4_merged_state,D4.1_current_merged_state,1105.0,1108.0,3.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-3.0,offkd,5,0.05,18,qwen,self_attn.o_proj,E_mmluPro,-0.003703703703703704,qwen_d4_merged_state,D4.1_current_merged_state,810.0,813.0,3.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.1,18,qwen,self_attn.o_proj,E_mmluPro,-0.003861003861003861,qwen_d4_merged_state,D4.1_current_merged_state,518.0,520.0,2.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.01,18,qwen,mlp.gate_proj,E_mmluPro,-0.0011997600479904018,qwen_d4_merged_state,D4.1_current_merged_state,1667.0,1669.0,2.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-3.0,offkd,5,0.025,18,qwen,mlp.gate_proj,E_mmluPro,-0.0025795356835769563,qwen_d4_merged_state,D4.1_current_merged_state,1163.0,1166.0,3.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-3.0,offkd,5,0.05,18,qwen,mlp.gate_proj,E_mmluPro,-0.004103967168262654,qwen_d4_merged_state,D4.1_current_merged_state,731.0,734.0,3.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.1,18,qwen,mlp.gate_proj,E_mmluPro,-0.0061162079510703364,qwen_d4_merged_state,D4.1_current_merged_state,327.0,329.0,2.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.01,18,qwen,mlp.up_proj,E_mmluPro,-0.0004928536224741252,qwen_d4_merged_state,D4.1_current_merged_state,2029.0,2030.0,1.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.025,18,qwen,mlp.up_proj,E_mmluPro,-0.0012084592145015106,qwen_d4_merged_state,D4.1_current_merged_state,1655.0,1657.0,2.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.05,18,qwen,mlp.up_proj,E_mmluPro,-0.00156128024980484,qwen_d4_merged_state,D4.1_current_merged_state,1281.0,1283.0,2.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.1,18,qwen,mlp.up_proj,E_mmluPro,-0.002352941176470588,qwen_d4_merged_state,D4.1_current_merged_state,850.0,852.0,2.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.01,18,qwen,mlp.down_proj,E_mmluPro,-0.00046382189239332097,qwen_d4_merged_state,D4.1_current_merged_state,2156.0,2157.0,1.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.025,18,qwen,mlp.down_proj,E_mmluPro,-0.0005414185165132648,qwen_d4_merged_state,D4.1_current_merged_state,1847.0,1848.0,1.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-1.0,offkd,5,0.05,18,qwen,mlp.down_proj,E_mmluPro,-0.0006583278472679394,qwen_d4_merged_state,D4.1_current_merged_state,1519.0,1520.0,1.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
-2.0,offkd,5,0.1,18,qwen,mlp.down_proj,E_mmluPro,-0.0017953321364452424,qwen_d4_merged_state,D4.1_current_merged_state,1114.0,1116.0,2.0,qwen_state_module,E_ood,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,10,0.01,18,qwen,self_attn.v_proj,E_general,0.0,qwen_d4_merged_state,D4.1_current_merged_state,731.0,731.0,0.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,10,0.025,18,qwen,self_attn.v_proj,E_general,0.0,qwen_d4_merged_state,D4.1_current_merged_state,573.0,573.0,0.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
1.0,offkd,10,0.05,18,qwen,self_attn.v_proj,E_general,0.002320185614849188,qwen_d4_merged_state,D4.1_current_merged_state,431.0,430.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
0.0,offkd,10,0.1,18,qwen,self_attn.v_proj,E_general,0.0,qwen_d4_merged_state,D4.1_current_merged_state,277.0,277.0,0.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
1.0,offkd,10,0.01,18,qwen,self_attn.o_proj,E_general,0.000646830530401035,qwen_d4_merged_state,D4.1_current_merged_state,1546.0,1545.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
1.0,offkd,10,0.025,18,qwen,self_attn.o_proj,E_general,0.0008431703204047217,qwen_d4_merged_state,D4.1_current_merged_state,1186.0,1185.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
1.0,offkd,10,0.05,18,qwen,self_attn.o_proj,E_general,0.0011235955056179776,qwen_d4_merged_state,D4.1_current_merged_state,890.0,889.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
1.0,offkd,10,0.1,18,qwen,self_attn.o_proj,E_general,0.001697792869269949,qwen_d4_merged_state,D4.1_current_merged_state,589.0,588.0,-1.0,qwen_state_module,E_general,,,/root/autodl-tmp/cycle09_relative_functional_contraction/final/qwen_d4_merged_state_module_audit.csv,equal5_non_qk
