arm,checkpoint,probe_name,layer,module,epsilon,rr2s_rank,d10_rank,rank_diff,status
seqkd,80,E_math,14,self_attn.o_proj,0.05,450,450.0,0.0,PASS
seqkd,80,E_math,14,self_attn.o_proj,0.1,293,293.0,0.0,PASS
seqkd,80,E_math,14,self_attn.q_proj,0.01,386,386.0,0.0,PASS
seqkd,80,E_math,14,self_attn.q_proj,0.025,204,204.0,0.0,PASS
seqkd,80,E_math,14,self_attn.q_proj,0.05,101,101.0,0.0,PASS
seqkd,80,E_math,14,self_attn.q_proj,0.1,38,38.0,0.0,PASS
seqkd,80,E_math,14,self_attn.v_proj,0.01,658,658.0,0.0,PASS
seqkd,80,E_math,14,self_attn.v_proj,0.025,515,515.0,0.0,PASS
seqkd,80,E_math,14,self_attn.v_proj,0.05,396,396.0,0.0,PASS
seqkd,80,E_math,14,self_attn.v_proj,0.1,273,273.0,0.0,PASS
seqkd,80,E_ood,14,mlp.down_proj,0.01,2446,2446.0,0.0,PASS
seqkd,80,E_ood,14,mlp.down_proj,0.025,2049,2049.0,0.0,PASS
seqkd,80,E_ood,14,mlp.down_proj,0.05,1659,1659.0,0.0,PASS
seqkd,80,E_ood,14,mlp.down_proj,0.1,1202,1202.0,0.0,PASS
seqkd,80,E_ood,14,mlp.gate_proj,0.01,1343,1343.0,0.0,PASS
seqkd,80,E_ood,14,mlp.gate_proj,0.025,722,722.0,0.0,PASS
seqkd,80,E_ood,14,mlp.gate_proj,0.05,320,320.0,0.0,PASS
seqkd,80,E_ood,14,mlp.gate_proj,0.1,80,80.0,0.0,PASS
seqkd,80,E_ood,14,mlp.up_proj,0.01,2257,2257.0,0.0,PASS
seqkd,80,E_ood,14,mlp.up_proj,0.025,1767,1767.0,0.0,PASS
seqkd,80,E_ood,14,mlp.up_proj,0.05,1311,1311.0,0.0,PASS
seqkd,80,E_ood,14,mlp.up_proj,0.1,818,818.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.k_proj,0.01,325,325.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.k_proj,0.025,173,173.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.k_proj,0.05,89,89.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.k_proj,0.1,39,39.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.o_proj,0.01,1558,1558.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.o_proj,0.025,1192,1192.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.o_proj,0.05,892,892.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.o_proj,0.1,586,586.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.q_proj,0.01,595,595.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.q_proj,0.025,282,282.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.q_proj,0.05,119,119.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.q_proj,0.1,40,40.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.v_proj,0.01,847,847.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.v_proj,0.025,727,727.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.v_proj,0.05,601,601.0,0.0,PASS
seqkd,80,E_ood,14,self_attn.v_proj,0.1,444,444.0,0.0,PASS
seqkd,80,E_if,14,mlp.down_proj,0.01,2423,2423.0,0.0,PASS
seqkd,80,E_if,14,mlp.down_proj,0.025,2014,2014.0,0.0,PASS
seqkd,80,E_if,14,mlp.down_proj,0.05,1613,1613.0,0.0,PASS
seqkd,80,E_if,14,mlp.down_proj,0.1,1146,1146.0,0.0,PASS
seqkd,80,E_if,14,mlp.gate_proj,0.01,1294,1294.0,0.0,PASS
seqkd,80,E_if,14,mlp.gate_proj,0.025,694,694.0,0.0,PASS
seqkd,80,E_if,14,mlp.gate_proj,0.05,318,318.0,0.0,PASS
seqkd,80,E_if,14,mlp.gate_proj,0.1,92,92.0,0.0,PASS
seqkd,80,E_if,14,mlp.up_proj,0.01,2170,2170.0,0.0,PASS
seqkd,80,E_if,14,mlp.up_proj,0.025,1660,1660.0,0.0,PASS
seqkd,80,E_if,14,mlp.up_proj,0.05,1196,1196.0,0.0,PASS
seqkd,80,E_if,14,mlp.up_proj,0.1,712,712.0,0.0,PASS
seqkd,80,E_if,14,self_attn.k_proj,0.01,339,339.0,0.0,PASS
seqkd,80,E_if,14,self_attn.k_proj,0.025,185,185.0,0.0,PASS
seqkd,80,E_if,14,self_attn.k_proj,0.05,96,96.0,0.0,PASS
seqkd,80,E_if,14,self_attn.k_proj,0.1,42,42.0,0.0,PASS
seqkd,80,E_if,14,self_attn.o_proj,0.01,1517,1517.0,0.0,PASS
seqkd,80,E_if,14,self_attn.o_proj,0.025,1163,1163.0,0.0,PASS
seqkd,80,E_if,14,self_attn.o_proj,0.05,873,873.0,0.0,PASS
seqkd,80,E_if,14,self_attn.o_proj,0.1,575,575.0,0.0,PASS
seqkd,80,E_if,14,self_attn.q_proj,0.01,620,620.0,0.0,PASS
seqkd,80,E_if,14,self_attn.q_proj,0.025,302,302.0,0.0,PASS
seqkd,80,E_if,14,self_attn.q_proj,0.05,132,132.0,0.0,PASS
seqkd,80,E_if,14,self_attn.q_proj,0.1,43,43.0,0.0,PASS
seqkd,80,E_if,14,self_attn.v_proj,0.01,830,830.0,0.0,PASS
seqkd,80,E_if,14,self_attn.v_proj,0.025,702,702.0,0.0,PASS
seqkd,80,E_if,14,self_attn.v_proj,0.05,570,570.0,0.0,PASS
seqkd,80,E_if,14,self_attn.v_proj,0.1,407,407.0,0.0,PASS
